category1,category2,category3,category4,service,issue,agree,disagree,noidea,expSol
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인복지관 운영,공공 안전,1,0,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인체육시설 운영,공공 안전,0,2,1,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,노숙인 일자리지원,공공 안전,0,0,3,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,거리노숙인 보호,공공 안전,2,1,2,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,노숙인 의료지원,공공 안전,0,2,0,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,노숙인 주거안정 지원,공공 안전,1,2,3,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,쪽방주민에게 꿈과 희망을 주세요(주민참여),공공 안전,0,3,1,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,꽃으로 꿈꾸는 자활농장(주민참여),공공 안전,1,4,2,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,노숙인 자활프로그램 운영,공공 안전,0,1,2,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 자활지원,쪽방거주자 생활안정지원(쪽방상담소 운영 지원),공공 안전,2,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 이동불편 해소,사회적기업허브센터 장애인편의시설 확충(주민참여),공공 안전,2,1,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 이동불편 해소,장애인심부름센터 운영지원,공공 안전,0,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 이동불편 해소,장애인·노약자 무료셔틀버스 운영지원,공공 안전,0,0,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 이동불편 해소,장애인편의시설 지원센터 운영,공공 안전,1,1,1,0
기타,기타,행정운영경비(복지건강본부 장애인자립지원과),기본경비,기본경비,공공 안전,2,4,2,0
사회복지,취약계층지원,재무활동(복지건강본부 장애인자립지원과),보전지출(복지건강본부 장애인자립지원과),반환금 및 기타,공공 안전,0,2,2,0
사회복지,취약계층지원,재무활동(복지건강본부 장애인자립지원과),내부거래지출(복지건강본부 장애인자립지원과),기금전출금(중증장애인 전세주택제공사업),공공 안전,2,1,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 이동불편 해소,장애인 무료셔틀 기능보강(주민참여),공공 안전,1,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,도봉구 장애인종합복지관 건립(구립),공공 안전,0,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,노원시각장애인복지관 재건축,공공 안전,2,1,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,장애인체육시설 기능보강,공공 안전,2,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,장애인의료재활시설 기능보강(보조),공공 안전,2,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,은평장애인복지관 건립(신규),공공 안전,0,3,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,노원구 취약계층 목욕탕 증설,공공 안전,2,1,0,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,관악구장애인종합복지관 건립,공공 안전,1,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,시각장애인복지관 식당시설 개선(주민참여),공공 안전,0,3,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,마을에서 함께 키워요(주민참여),공공 안전,1,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인 편의시설 정비(주민참여),공공 안전,1,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인가족을 위한 꿈꾸는 토요 힐링 프로젝트(주민참여),공공 안전,0,1,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,공간재탄생을 통한 발달장애인 문화체육교실(주민참여),공공 안전,1,3,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인복지시설 확충 지원,장애인복지관 기능보강,공공 안전,1,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,발달장애인 가족 휴식지원,공공 안전,3,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애물 없는 생활환경 조성(주민참여),공공 안전,3,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,수호천사와 함께 가족 가족 힐링 콘서트를(주민참여),공공 안전,0,1,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,서울응급의료정보센터 운영지원,공공 안전,2,0,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,구조 및 응급처치 교육,공공 안전,3,1,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,보건소 운영개선,공공 안전,2,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,심혈관질환 예방 코호트사업,공공 안전,1,1,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,마약류중독자 치료보호,공공 안전,2,1,3,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,의약업소 유통 지도관리,공공 안전,2,0,3,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,공공보건의료기관 평가 및 역량강화,공공 안전,1,1,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,응급의료기관지원 발전프로그램운영,공공 안전,2,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,환자권리옴부즈만 설치 운영,공공 안전,2,1,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,인권피해자 치유 지원 사업,공공 안전,1,0,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울시민건강회의 운영,공공 안전,0,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울특별시 서남병원 운영보조,공공 안전,3,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,심뇌혈관 질환 예방관리,공공 안전,3,0,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,장애인 치과병원 서남권 분원 설립,공공 안전,1,3,3,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,안심 의료비 지원,공공 안전,1,2,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,시립정신병원 기능보강,공공 안전,0,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울특별시 장애인치과병원 운영보조,공공 안전,2,2,0,0
사회복지,취약계층지원,일반예산(재무활동),보전지출(복지건강본부 자활지원과),반환금,공공 안전,0,2,3,0
기타,기타,행정운영경비(복지건강본부 자활지원과),기본경비,기본경비,공공 안전,2,2,1,0
사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원,희망리본사업,공공 안전,0,0,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울특별시 동부병원 운영보조,공공 안전,2,0,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울특별시 서울의료원 운영보조,공공 안전,2,2,0,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울특별시 보라매병원 운영보조,공공 안전,0,1,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,공공의료기관 관리 및 운영 개선,서울특별시 북부병원 운영보조,공공 안전,1,2,1,0
사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원,광역자활센터 운영 지원,공공 안전,1,2,1,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 복지시설 운영지원,노숙인 요양시설 운영,공공 안전,0,0,2,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 복지시설 운영지원,노숙인 재활시설 운영,공공 안전,0,1,3,0
사회복지,취약계층지원,노숙인 보호 및 자활지원,노숙인 복지시설 운영지원,노숙인 자활시설 운영,공공 안전,3,2,2,0
사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원,희망키움통장Ⅰ·Ⅱ,공공 안전,0,3,2,0
사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원,자활장려금,공공 안전,2,1,2,0
사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원,지역자활센터 운영 지원,공공 안전,0,2,2,0
사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원,자활근로사업 지원,공공 안전,0,3,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,아동·청소년 정신보건사업,공공 안전,2,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,지역정신건강증진센터 운영,공공 안전,4,2,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,광역정신건강증진센터 운영,공공 안전,3,1,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,정신질환자 의료지원형 거주시설 운영,공공 안전,2,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,"아동청소년 심리지원서비스 ""마음두드림""(주민참여)",공공 안전,15,6,5,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,정신질환자 취업지원시설 설치 운영,공공 안전,2,0,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,지역사회기반 자살예방사업,공공 안전,2,1,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,아동청소년 정신보건시설 (아이존) 운영,공공 안전,3,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,강북구 보건소 화장실 환경 개선(주민참여),공공 안전,3,1,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,보건소 통합건강관리센터 운영,공공 안전,0,2,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,어린이 주치의,공공 안전,2,1,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화,안전망병원 운영,공공 안전,2,0,1,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,정신질환자 사회복귀시설 기능보강,공공 안전,1,1,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,정신질환자 사회복귀시설 운영보조,공공 안전,0,3,2,0
보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,정신보건 시설운영,정신요양시설 운영보조,공공 안전,3,2,1,0
